BestellungID;KundeID;AllgLieferAdrID;Bestelldatum;Wunschdatum;Rabatt
622;211;704;09.03.2022;17.03.2022;3
623;212;192;09.03.2022;15.03.2022;3
624;212;444;09.03.2022;15.03.2022;3
625;213;72;09.03.2022;09.03.2022;0
626;213;195;09.03.2022;09.03.2022;0
627;214;202;09.03.2022;18.03.2022;3
628;214;756;09.03.2022;12.03.2022;1,5
629;215;187;09.03.2022;17.03.2022;3
630;215;658;09.03.2022;09.03.2022;0
631;216;194;09.03.2022;23.03.2022;3
632;216;661;09.03.2022;11.03.2022;1
633;217;5;09.03.2022;09.03.2022;0
634;217;380;09.03.2022;14.03.2022;2,5
635;218;182;09.03.2022;19.03.2022;3
636;218;692;09.03.2022;21.03.2022;3
637;219;367;09.03.2022;13.03.2022;2
638;219;510;09.03.2022;09.03.2022;0
639;220;57;09.03.2022;12.03.2022;1,5
640;220;557;09.03.2022;14.03.2022;2,5
641;221;296;09.03.2022;10.03.2022;0,5
642;221;699;09.03.2022;12.03.2022;1,5
643;222;540;09.03.2022;09.03.2022;0
644;222;748;09.03.2022;11.03.2022;1
645;223;385;09.03.2022;09.03.2022;0
646;223;608;09.03.2022;17.03.2022;3
647;224;183;09.03.2022;15.03.2022;3
648;224;746;09.03.2022;12.03.2022;1,5
649;225;255;09.03.2022;09.03.2022;0
650;225;478;09.03.2022;14.03.2022;2,5
651;226;116;09.03.2022;15.03.2022;3
652;226;409;09.03.2022;22.03.2022;3
653;227;475;09.03.2022;14.03.2022;2,5
654;227;553;09.03.2022;21.03.2022;3
655;228;366;09.03.2022;09.03.2022;0
656;228;772;09.03.2022;11.03.2022;1
657;229;434;09.03.2022;12.03.2022;1,5
658;229;629;09.03.2022;11.03.2022;1
659;230;621;09.03.2022;18.03.2022;3
660;230;739;09.03.2022;09.03.2022;0
661;231;49;09.03.2022;13.03.2022;2
662;231;272;09.03.2022;13.03.2022;2
663;232;420;09.03.2022;09.03.2022;0
664;232;719;09.03.2022;20.03.2022;3
665;233;40;09.03.2022;14.03.2022;2,5
666;233;769;09.03.2022;18.03.2022;3
667;234;134;09.03.2022;17.03.2022;3
668;234;527;10.03.2022;11.03.2022;0,5
669;235;20;10.03.2022;10.03.2022;0
670;235;585;10.03.2022;10.03.2022;0
671;236;47;10.03.2022;17.03.2022;3
672;236;322;10.03.2022;19.03.2022;3
673;237;73;10.03.2022;14.03.2022;2
674;237;740;10.03.2022;20.03.2022;3
675;238;243;10.03.2022;10.03.2022;0
676;238;790;10.03.2022;20.03.2022;3
677;239;131;10.03.2022;17.03.2022;3
678;239;347;10.03.2022;16.03.2022;3
679;240;319;10.03.2022;11.03.2022;0,5
680;240;760;10.03.2022;15.03.2022;2,5
681;241;91;10.03.2022;16.03.2022;3
682;241;684;10.03.2022;13.03.2022;1,5
683;242;151;10.03.2022;18.03.2022;3
684;242;515;10.03.2022;10.03.2022;0
685;243;41;10.03.2022;15.03.2022;2,5
686;243;428;10.03.2022;23.03.2022;3
687;244;168;10.03.2022;16.03.2022;3
688;244;236;10.03.2022;18.03.2022;3
689;245;70;10.03.2022;15.03.2022;2,5
690;245;311;10.03.2022;10.03.2022;0
691;246;61;10.03.2022;11.03.2022;0,5
692;246;511;10.03.2022;12.03.2022;1
693;247;257;10.03.2022;16.03.2022;3
694;247;642;10.03.2022;13.03.2022;1,5
695;248;317;10.03.2022;20.03.2022;3
696;248;459;10.03.2022;19.03.2022;3
697;249;152;10.03.2022;24.03.2022;3
698;249;223;10.03.2022;24.03.2022;3
699;250;294;10.03.2022;16.03.2022;3
700;250;479;10.03.2022;15.03.2022;2,5
701;251;247;10.03.2022;12.03.2022;1
702;251;798;10.03.2022;16.03.2022;3
703;252;467;10.03.2022;21.03.2022;3
704;252;688;10.03.2022;12.03.2022;1
705;253;196;10.03.2022;10.03.2022;0
706;253;612;10.03.2022;22.03.2022;3
707;254;99;10.03.2022;13.03.2022;1,5
708;254;655;10.03.2022;10.03.2022;0
709;255;249;10.03.2022;16.03.2022;3
710;255;404;10.03.2022;20.03.2022;3
711;256;235;10.03.2022;10.03.2022;0
712;256;753;10.03.2022;16.03.2022;3
713;257;508;10.03.2022;24.03.2022;3
714;257;702;10.03.2022;13.03.2022;1,5
715;258;561;10.03.2022;10.03.2022;0
716;258;703;10.03.2022;18.03.2022;3
717;259;54;10.03.2022;13.03.2022;1,5
718;259;390;10.03.2022;10.03.2022;0
719;260;3;10.03.2022;22.03.2022;3
720;260;537;10.03.2022;10.03.2022;0
721;261;4;10.03.2022;14.03.2022;2
722;261;578;10.03.2022;11.03.2022;0,5
723;262;312;10.03.2022;16.03.2022;3
724;262;374;10.03.2022;21.03.2022;3
725;263;144;10.03.2022;10.03.2022;0
726;263;165;10.03.2022;10.03.2022;0
727;264;211;10.03.2022;17.03.2022;3
728;264;761;10.03.2022;23.03.2022;3
729;265;462;10.03.2022;13.03.2022;1,5
730;265;668;10.03.2022;15.03.2022;2,5
731;266;220;10.03.2022;15.03.2022;2,5
732;266;566;11.03.2022;23.03.2022;3
733;267;62;11.03.2022;22.03.2022;3
734;267;115;11.03.2022;16.03.2022;2,5
735;268;135;11.03.2022;11.03.2022;0
736;268;562;11.03.2022;18.03.2022;3
737;269;114;11.03.2022;14.03.2022;1,5
738;269;364;11.03.2022;23.03.2022;3
739;270;212;11.03.2022;19.03.2022;3
740;270;394;11.03.2022;16.03.2022;2,5
741;271;157;11.03.2022;23.03.2022;3
742;271;405;11.03.2022;11.03.2022;0
743;272;176;11.03.2022;24.03.2022;3
744;272;282;11.03.2022;14.03.2022;1,5
745;273;241;11.03.2022;21.03.2022;3
746;273;395;11.03.2022;21.03.2022;3
747;274;329;11.03.2022;14.03.2022;1,5
748;274;480;11.03.2022;11.03.2022;0
749;275;402;11.03.2022;14.03.2022;1,5
750;275;799;11.03.2022;11.03.2022;0
751;276;466;11.03.2022;12.03.2022;0,5
752;276;689;11.03.2022;24.03.2022;3
753;277;197;11.03.2022;17.03.2022;3
754;277;353;11.03.2022;13.03.2022;1
755;278;100;11.03.2022;16.03.2022;2,5
756;278;558;11.03.2022;14.03.2022;1,5
757;279;161;11.03.2022;13.03.2022;1
758;279;550;11.03.2022;16.03.2022;2,5
759;280;286;11.03.2022;20.03.2022;3
760;280;301;11.03.2022;21.03.2022;3
761;281;382;11.03.2022;13.03.2022;1
762;281;538;11.03.2022;17.03.2022;3
763;282;333;11.03.2022;20.03.2022;3
764;282;737;11.03.2022;24.03.2022;3
765;283;416;11.03.2022;11.03.2022;0
766;283;449;11.03.2022;25.03.2022;3
767;284;575;11.03.2022;21.03.2022;3
768;284;617;11.03.2022;17.03.2022;3
769;285;38;11.03.2022;13.03.2022;1
770;285;172;11.03.2022;16.03.2022;2,5
771;286;485;11.03.2022;11.03.2022;0
772;286;708;11.03.2022;17.03.2022;3
773;287;254;11.03.2022;18.03.2022;3
774;287;758;11.03.2022;23.03.2022;3
775;288;262;11.03.2022;21.03.2022;3
776;288;618;11.03.2022;14.03.2022;1,5
777;289;9;11.03.2022;14.03.2022;1,5
778;289;513;11.03.2022;20.03.2022;3
779;290;59;11.03.2022;12.03.2022;0,5
780;290;383;11.03.2022;11.03.2022;0
781;291;149;11.03.2022;25.03.2022;3
782;291;348;11.03.2022;17.03.2022;3
783;292;645;11.03.2022;11.03.2022;0
784;292;729;11.03.2022;17.03.2022;3
785;293;209;11.03.2022;21.03.2022;3
786;293;509;11.03.2022;20.03.2022;3
787;294;419;11.03.2022;19.03.2022;3
788;294;677;11.03.2022;12.03.2022;0,5
789;295;30;11.03.2022;11.03.2022;0
790;295;673;11.03.2022;21.03.2022;3
791;296;387;11.03.2022;23.03.2022;3
792;296;610;11.03.2022;11.03.2022;0
793;297;141;11.03.2022;14.03.2022;1,5
794;297;542;11.03.2022;24.03.2022;3
795;298;105;11.03.2022;11.03.2022;0
796;298;324;11.03.2022;20.03.2022;3
797;299;246;11.03.2022;23.03.2022;3
798;299;411;11.03.2022;14.03.2022;1,5
799;300;337;11.03.2022;24.03.2022;3
800;300;600;11.03.2022;11.03.2022;0
